sales_id,date_sk,store_sk,product_sk,customer_sk,promotion_sk,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_method
5333,67,5,9,34,,4,9.15,36.6,0.0,36.6,Card
5334,67,1,1,31,,1,2.49,2.49,0.0,2.49,Card
5335,67,1,8,33,,2,7.43,14.86,0.0,14.86,Digital Wallet
5336,67,2,2,3,,6,3.25,19.5,0.0,19.5,Card
5337,67,2,9,21,,1,9.09,9.09,0.0,9.09,Card
5338,67,4,2,23,,3,3.08,9.24,0.0,9.24,Digital Wallet
5339,67,2,4,23,,1,5.52,5.52,0.0,5.52,Card
5340,67,5,5,16,,1,300.96,300.96,0.0,300.96,Card
5341,67,3,8,25,3,1,7.54,7.54,0.38,7.16,Card
5342,67,2,1,20,,1,2.48,2.48,0.0,2.48,Digital Wallet
5343,67,3,6,33,,1,177.31,177.31,0.0,177.31,Card
5344,67,4,4,39,,1,5.37,5.37,0.0,5.37,Card
5345,67,2,10,2,,1,459.41,459.41,0.0,459.41,Card
5346,67,5,5,14,,1,297.13,297.13,0.0,297.13,Card
5347,67,5,5,7,,1,289.17,289.17,0.0,289.17,Cash
5348,67,2,7,1,,2,25.2,50.4,0.0,50.4,Cash
5349,67,5,2,40,,4,3.19,12.76,0.0,12.76,Digital Wallet
5350,67,3,2,12,3,1,3.11,3.11,0.16,2.95,Digital Wallet
5351,67,2,3,36,,2,2.95,5.9,0.0,5.9,Cash
5352,67,1,10,16,,1,438.05,438.05,0.0,438.05,Digital Wallet
5353,67,2,8,1,,3,7.46,22.38,0.0,22.38,Digital Wallet
5354,67,3,3,36,3,4,3.05,12.2,0.61,11.59,Card
5355,67,4,10,10,,1,456.45,456.45,0.0,456.45,Digital Wallet
5356,67,1,3,17,3,2,2.93,5.86,0.29,5.57,Cash
5357,67,5,5,28,,1,303.77,303.77,0.0,303.77,Cash
5358,67,1,3,13,,4,2.96,11.84,0.0,11.84,Cash
5359,67,5,2,5,,5,3.25,16.25,0.0,16.25,Card
5360,67,4,9,21,,1,8.76,8.76,0.0,8.76,Card
5361,67,3,10,13,,1,448.69,448.69,0.0,448.69,Card
5362,67,2,10,7,,1,450.23,450.23,0.0,450.23,Cash
5363,67,5,10,28,,1,456.56,456.56,0.0,456.56,Cash
5364,67,5,2,17,,1,3.16,3.16,0.0,3.16,Card
5365,67,4,6,27,,1,178.68,178.68,0.0,178.68,Cash
5366,67,5,8,15,3,1,7.39,7.39,0.37,7.02,Card
5367,67,1,9,28,,1,8.76,8.76,0.0,8.76,Card
5368,67,5,10,29,,1,446.98,446.98,0.0,446.98,Card
5369,67,2,9,39,,2,9.03,18.06,0.0,18.06,Card
5370,67,2,2,2,,1,3.15,3.15,0.0,3.15,Card
5371,67,3,1,36,3,2,2.57,5.14,0.26,4.88,Card
5372,67,4,3,1,3,3,2.98,8.94,0.45,8.49,Card
5373,67,5,8,35,,5,7.6,38.0,0.0,38.0,Card
5374,67,2,4,9,,3,5.37,16.11,0.0,16.11,Card
5375,67,5,6,20,,1,176.32,176.32,0.0,176.32,Card
5376,67,3,1,8,3,3,2.44,7.32,0.37,6.95,Digital Wallet
5377,67,4,10,33,,1,448.14,448.14,0.0,448.14,Card
5378,67,4,10,36,,1,437.82,437.82,0.0,437.82,Card
5379,67,5,9,7,,5,8.64,43.2,0.0,43.2,Digital Wallet
5380,67,5,4,12,,3,5.6,16.799999999999997,0.0,16.8,Card
5381,67,2,10,39,,1,453.14,453.14,0.0,453.14,Card
5382,67,1,8,4,3,3,7.57,22.71,1.14,21.57,Card
5383,67,2,10,6,,1,455.82,455.82,0.0,455.82,Card
5384,67,5,7,40,,1,24.62,24.62,0.0,24.62,Digital Wallet
5385,67,4,3,14,3,2,3.04,6.08,0.3,5.78,Card
5386,67,3,4,24,,2,5.5,11.0,0.0,11.0,Digital Wallet
5387,67,1,7,34,,3,24.45,73.35,0.0,73.35,Digital Wallet
5388,67,4,1,25,,4,2.38,9.52,0.0,9.52,Gift Card
5389,67,4,1,23,,1,2.45,2.45,0.0,2.45,Card
5390,67,2,6,9,,1,185.82,185.82,0.0,185.82,Card
5391,67,2,5,36,,1,297.17,297.17,0.0,297.17,Card
5392,67,1,5,23,,1,298.67,298.67,0.0,298.67,Digital Wallet
5393,67,2,2,28,,3,3.22,9.66,0.0,9.66,Cash
5394,67,2,8,2,3,6,7.42,44.519999999999996,2.23,42.29,Digital Wallet
5395,67,4,7,33,,1,25.33,25.33,0.0,25.33,Cash
5396,67,1,7,33,,1,26.1,26.1,0.0,26.1,Card
5397,67,3,8,27,,1,7.43,7.43,0.0,7.43,Card
5398,67,5,4,15,,1,5.07,5.07,0.0,5.07,Card
5399,67,1,9,33,,4,8.78,35.12,0.0,35.12,Digital Wallet
5400,67,5,5,22,,1,295.55,295.55,0.0,295.55,Card
5401,67,4,5,22,,1,299.5,299.5,0.0,299.5,Card
5402,67,5,8,9,3,1,7.82,7.82,0.39,7.43,Card
5403,67,5,10,18,,1,461.01,461.01,0.0,461.01,Cash
5404,67,3,6,6,,1,178.14,178.14,0.0,178.14,Card
5405,67,3,8,34,,2,7.33,14.66,0.0,14.66,Card
5406,67,3,3,34,3,2,3.07,6.14,0.31,5.83,Card
5407,67,2,3,7,3,1,2.98,2.98,0.15,2.83,Card
5408,67,1,7,18,,1,25.15,25.15,0.0,25.15,Digital Wallet
5409,67,1,7,35,,3,25.0,75.0,0.0,75.0,Gift Card
5410,67,5,4,23,,2,5.45,10.9,0.0,10.9,Card
5411,67,1,10,25,,1,446.05,446.05,0.0,446.05,Cash
5412,67,4,3,32,3,3,3.15,9.45,0.47,8.98,Card
5413,67,5,10,22,,1,462.03,462.03,0.0,462.03,Card
5414,67,5,9,29,,1,8.9,8.9,0.0,8.9,Card
5415,67,4,6,28,,1,182.11,182.11,0.0,182.11,Card
5416,67,1,3,21,,1,2.93,2.93,0.0,2.93,Digital Wallet
5417,67,3,9,35,,3,9.16,27.48,0.0,27.48,Cash
5418,67,5,10,25,,1,440.9,440.9,0.0,440.9,Digital Wallet
5419,67,4,8,16,,2,7.55,15.1,0.0,15.1,Digital Wallet
5420,67,4,4,15,,2,5.57,11.14,0.0,11.14,Card
5421,68,3,1,40,,2,2.45,4.9,0.0,4.9,Cash
5422,68,5,9,9,,1,9.09,9.09,0.0,9.09,Card
5423,68,4,10,25,,1,447.23,447.23,0.0,447.23,Card
5424,68,3,3,14,,2,3.02,6.04,0.0,6.04,Cash
5425,68,4,2,5,,3,3.24,9.72,0.0,9.72,Card
5426,68,5,6,1,,1,180.79,180.79,0.0,180.79,Card
5427,68,1,10,13,,1,468.13,468.13,0.0,468.13,Digital Wallet
5428,68,2,9,20,,4,8.81,35.24,0.0,35.24,Cash
5429,68,4,4,15,,1,5.35,5.35,0.0,5.35,Card
5430,68,3,5,35,,1,302.38,302.38,0.0,302.38,Card
5431,68,5,10,16,,1,454.41,454.41,0.0,454.41,Card
5432,68,3,10,24,,1,448.69,448.69,0.0,448.69,Card
5433,68,2,10,27,,1,448.69,448.69,0.0,448.69,Card
5434,68,5,6,19,,1,180.9,180.9,0.0,180.9,Digital Wallet
5435,68,1,2,14,,1,3.2,3.2,0.0,3.2,Digital Wallet
5436,68,1,8,36,3,1,7.36,7.36,0.37,6.99,Cash
5437,68,4,8,37,3,1,7.69,7.69,0.38,7.31,Digital Wallet
5438,68,5,3,19,,1,2.84,2.84,0.0,2.84,Card
5439,68,1,8,27,,4,7.52,30.08,0.0,30.08,Cash
5440,68,2,3,14,3,3,3.02,9.06,0.45,8.61,Digital Wallet
5441,68,3,7,24,,3,24.07,72.21000000000001,0.0,72.21,Card
5442,68,1,4,33,,1,5.62,5.62,0.0,5.62,Card
5443,68,5,6,3,,1,181.4,181.4,0.0,181.4,Cash
5444,68,4,10,8,,1,463.19,463.19,0.0,463.19,Cash
5445,68,2,3,32,3,1,2.93,2.93,0.15,2.78,Digital Wallet
5446,68,1,9,38,,2,9.17,18.34,0.0,18.34,Digital Wallet
5447,68,4,1,1,3,2,2.55,5.1,0.26,4.84,Card
5448,68,3,3,28,3,1,2.97,2.97,0.15,2.82,Card
5449,68,5,3,14,,2,3.15,6.3,0.0,6.3,Card
5450,68,2,8,38,,1,7.42,7.42,0.0,7.42,Card
5451,68,5,1,5,,4,2.43,9.72,0.0,9.72,Card
5452,68,2,10,1,,1,459.9,459.9,0.0,459.9,Card
5453,68,4,10,24,,1,446.03,446.03,0.0,446.03,Card
5454,68,2,9,1,,1,8.72,8.72,0.0,8.72,Digital Wallet
5455,68,5,1,17,3,2,2.54,5.08,0.25,4.83,Card
5456,68,5,8,20,,1,7.4,7.4,0.0,7.4,Card
5457,68,1,3,13,,3,3.09,9.27,0.0,9.27,Card
5458,68,4,8,29,,2,7.6,15.2,0.0,15.2,Card
5459,68,3,8,21,3,3,7.45,22.35,1.12,21.23,Card
5460,68,5,6,23,,1,185.18,185.18,0.0,185.18,Card
5461,68,4,8,39,,2,7.36,14.72,0.0,14.72,Digital Wallet
5462,68,3,9,12,,4,9.01,36.04,0.0,36.04,Card
5463,68,4,1,30,,1,2.42,2.42,0.0,2.42,Cash
5464,68,3,4,24,,1,5.58,5.58,0.0,5.58,Card
5465,68,5,10,30,,1,452.58,452.58,0.0,452.58,Digital Wallet
5466,68,3,7,15,,2,24.26,48.52,0.0,48.52,Card
5467,68,4,1,2,3,1,2.55,2.55,0.13,2.42,Digital Wallet
5468,68,5,10,5,,1,460.42,460.42,0.0,460.42,Cash
5469,68,4,10,13,,1,446.12,446.12,0.0,446.12,Digital Wallet
5470,68,1,9,8,,3,9.02,27.06,0.0,27.06,Card
5471,68,1,3,2,,2,3.02,6.04,0.0,6.04,Digital Wallet
5472,68,2,2,12,,4,3.18,12.72,0.0,12.72,Card
5473,68,4,1,9,,2,2.43,4.86,0.0,4.86,Card
5474,68,1,4,7,,4,5.4,21.6,0.0,21.6,Card
5475,68,1,8,11,,2,7.33,14.66,0.0,14.66,Cash
5476,68,5,10,40,,1,436.83,436.83,0.0,436.83,Card
5477,68,1,1,4,,2,2.41,4.82,0.0,4.82,Cash
5478,68,1,5,15,,1,301.24,301.24,0.0,301.24,Cash
5479,68,1,10,16,,1,434.19,434.19,0.0,434.19,Digital Wallet
5480,68,3,8,36,,1,7.67,7.67,0.0,7.67,Cash
5481,68,4,3,35,,1,3.08,3.08,0.0,3.08,Cash
5482,68,3,3,35,3,2,2.92,5.84,0.29,5.55,Card
5483,68,3,5,17,,1,298.15,298.15,0.0,298.15,Digital Wallet
5484,68,1,3,2,,2,2.9,5.8,0.0,5.8,Card
5485,68,5,9,34,,4,9.21,36.84,0.0,36.84,Card
5486,68,3,7,8,,1,24.7,24.7,0.0,24.7,Cash
5487,68,4,2,9,,1,3.17,3.17,0.0,3.17,Card
5488,68,2,6,15,,1,179.8,179.8,0.0,179.8,Card
5489,68,4,1,30,,2,2.45,4.9,0.0,4.9,Card
5490,68,5,6,32,,1,172.52,172.52,0.0,172.52,Card
5491,68,1,1,20,,3,2.49,7.470000000000001,0.0,7.47,Digital Wallet
5492,68,4,3,28,,2,2.89,5.78,0.0,5.78,Card
5493,68,5,8,3,,4,7.67,30.68,0.0,30.68,Digital Wallet
5494,68,4,8,24,,1,7.37,7.37,0.0,7.37,Digital Wallet
5495,68,3,10,14,,1,440.24,440.24,0.0,440.24,Card
5496,68,5,10,10,,1,450.26,450.26,0.0,450.26,Gift Card
5497,68,3,7,2,,2,24.79,49.58,0.0,49.58,Card
5498,69,1,5,34,,1,303.75,303.75,0.0,303.75,Cash
5499,69,5,8,20,,2,7.43,14.86,0.0,14.86,Card
5500,69,5,8,18,3,1,7.22,7.22,0.36,6.86,Card
5501,69,2,6,40,,1,181.25,181.25,0.0,181.25,Cash
5502,69,5,8,6,,2,7.37,14.74,0.0,14.74,Card
5503,69,2,3,18,3,1,2.92,2.92,0.15,2.77,Card
5504,69,4,8,2,,1,7.38,7.38,0.0,7.38,Card
5505,69,2,10,2,,1,457.21,457.21,0.0,457.21,Card
5506,69,2,2,30,,4,3.2,12.8,0.0,12.8,Card
5507,69,2,6,33,,1,181.38,181.38,0.0,181.38,Cash
5508,69,5,3,15,,3,2.96,8.879999999999999,0.0,8.88,Card
5509,69,2,5,36,,1,297.79,297.79,0.0,297.79,Card
5510,69,2,9,30,,1,8.83,8.83,0.0,8.83,Card
5511,69,1,9,12,,2,9.41,18.82,0.0,18.82,Card
5512,69,4,4,15,,1,5.38,5.38,0.0,5.38,Card
5513,69,4,1,38,,1,2.52,2.52,0.0,2.52,Card
5514,69,4,1,38,3,3,2.44,7.32,0.37,6.95,Card
5515,69,5,4,37,,2,5.51,11.02,0.0,11.02,Digital Wallet
5516,69,5,4,15,,5,5.45,27.25,0.0,27.25,Digital Wallet
5517,69,2,3,1,,1,3.01,3.01,0.0,3.01,Card
5518,69,4,4,34,,2,5.53,11.06,0.0,11.06,Card
5519,69,1,10,31,,1,438.89,438.89,0.0,438.89,Digital Wallet
5520,69,3,5,26,,1,296.64,296.64,0.0,296.64,Card
5521,69,1,7,8,,1,24.47,24.47,0.0,24.47,Card
5522,69,3,10,24,,1,457.16,457.16,0.0,457.16,Card
5523,69,4,8,16,,5,7.51,37.55,0.0,37.55,Digital Wallet
5524,69,1,4,25,,2,5.41,10.82,0.0,10.82,Card
5525,69,1,5,30,,1,303.65,303.65,0.0,303.65,Cash
5526,69,2,2,22,3,3,3.34,10.02,0.5,9.52,Card
5527,69,2,7,40,,3,24.52,73.56,0.0,73.56,Cash
5528,69,5,9,18,,4,9.04,36.16,0.0,36.16,Card
5529,69,1,6,32,,1,181.99,181.99,0.0,181.99,Card
5530,69,5,5,20,,1,294.53,294.53,0.0,294.53,Card
5531,69,4,9,22,,5,8.88,44.400000000000006,0.0,44.4,Card
5532,69,2,3,19,3,7,2.97,20.790000000000003,1.04,19.75,Card
5533,69,4,1,37,,5,2.49,12.450000000000001,0.0,12.45,Cash
5534,69,2,9,24,,4,8.99,35.96,0.0,35.96,Card
5535,69,5,3,14,3,2,2.96,5.92,0.3,5.62,Digital Wallet
5536,69,4,10,7,,1,455.38,455.38,0.0,455.38,Cash
5537,69,5,3,26,3,2,2.97,5.94,0.3,5.64,Card
5538,69,3,2,30,,1,3.27,3.27,0.0,3.27,Digital Wallet
5539,69,4,8,1,,2,7.71,15.42,0.0,15.42,Card
5540,69,3,1,9,,1,2.51,2.51,0.0,2.51,Cash
5541,69,1,10,1,,1,443.61,443.61,0.0,443.61,Card
5542,69,3,9,22,,1,9.36,9.36,0.0,9.36,Card
5543,69,1,7,15,,1,24.53,24.53,0.0,24.53,Cash
5544,69,1,2,5,,1,3.09,3.09,0.0,3.09,Cash
5545,69,3,9,7,,2,8.89,17.78,0.0,17.78,Card
5546,69,3,10,38,,1,437.12,437.12,0.0,437.12,Cash
5547,69,2,10,7,,1,462.92,462.92,0.0,462.92,Card
5548,69,5,3,39,,4,2.99,11.96,0.0,11.96,Card
5549,69,3,10,19,,1,467.24,467.24,0.0,467.24,Cash
5550,69,4,3,29,,3,3.03,9.09,0.0,9.09,Cash
5551,69,3,7,29,,3,24.91,74.73,0.0,74.73,Digital Wallet
5552,69,1,10,32,,1,436.71,436.71,0.0,436.71,Cash
5553,69,2,1,8,,2,2.44,4.88,0.0,4.88,Card
5554,69,1,7,34,,1,25.07,25.07,0.0,25.07,Card
5555,69,2,8,33,,2,7.38,14.76,0.0,14.76,Cash
5556,69,5,7,21,,1,24.82,24.82,0.0,24.82,Card
5557,70,2,8,38,,2,7.51,15.02,0.0,15.02,Digital Wallet
5558,70,4,6,10,,1,182.15,182.15,0.0,182.15,Card
5559,70,5,2,40,,1,3.12,3.12,0.0,3.12,Card
5560,70,3,10,39,,1,451.38,451.38,0.0,451.38,Card
5561,70,2,10,2,,1,450.64,450.64,0.0,450.64,Card
5562,70,4,5,26,,1,294.23,294.23,0.0,294.23,Digital Wallet
5563,70,1,2,39,,3,3.24,9.72,0.0,9.72,Card
5564,70,4,2,28,3,2,3.1,6.2,0.31,5.89,Card
5565,70,4,6,39,,1,178.24,178.24,0.0,178.24,Cash
5566,70,3,9,9,,1,9.11,9.11,0.0,9.11,Card
5567,70,2,4,39,,1,5.59,5.59,0.0,5.59,Card
5568,70,3,10,7,,1,455.2,455.2,0.0,455.2,Cash
5569,70,2,2,2,,2,3.13,6.26,0.0,6.26,Card
5570,70,5,5,11,,1,306.91,306.91,0.0,306.91,Cash
5571,70,4,4,14,,1,5.29,5.29,0.0,5.29,Card
5572,70,2,1,19,3,3,2.5,7.5,0.38,7.12,Cash
5573,70,2,8,31,,2,7.48,14.96,0.0,14.96,Card
5574,70,2,1,7,,1,2.5,2.5,0.0,2.5,Cash
5575,70,4,3,11,,2,2.99,5.98,0.0,5.98,Digital Wallet
5576,70,3,9,12,,4,8.8,35.2,0.0,35.2,Cash
5577,70,5,1,7,,3,2.53,7.59,0.0,7.59,Digital Wallet
5578,70,4,1,2,3,1,2.54,2.54,0.13,2.41,Cash
5579,70,2,4,30,,1,5.54,5.54,0.0,5.54,Card
5580,70,1,10,18,,1,437.53,437.53,0.0,437.53,Card
5581,70,5,8,28,,1,7.36,7.36,0.0,7.36,Card
5582,70,3,3,3,,3,3.09,9.27,0.0,9.27,Card
5583,70,4,7,36,,2,24.73,49.46,0.0,49.46,Card
5584,70,1,7,3,,2,24.03,48.06,0.0,48.06,Card
5585,70,5,10,8,,1,459.58,459.58,0.0,459.58,Cash
5586,70,1,3,15,,2,2.91,5.82,0.0,5.82,Card
5587,70,4,9,15,,4,8.89,35.56,0.0,35.56,Digital Wallet
5588,70,3,1,7,3,1,2.48,2.48,0.12,2.36,Card
5589,70,5,10,16,,1,441.94,441.94,0.0,441.94,Card
5590,70,4,9,40,,2,9.0,18.0,0.0,18.0,Digital Wallet
5591,70,2,7,14,,1,25.42,25.42,0.0,25.42,Card
5592,70,5,3,35,,4,3.03,12.12,0.0,12.12,Card
5593,70,5,10,22,,1,441.46,441.46,0.0,441.46,Card
5594,70,2,8,17,3,2,7.42,14.84,0.74,14.1,Card
5595,70,2,5,23,,1,304.41,304.41,0.0,304.41,Cash
5596,70,3,7,25,,1,23.87,23.87,0.0,23.87,Card
5597,70,3,6,15,,1,182.73,182.73,0.0,182.73,Card
5598,70,5,3,19,,3,2.95,8.850000000000001,0.0,8.85,Card
5599,70,4,10,6,,1,452.96,452.96,0.0,452.96,Card
5600,70,5,4,29,,1,5.51,5.51,0.0,5.51,Card
5601,70,1,10,34,,1,463.76,463.76,0.0,463.76,Card
5602,70,1,10,22,,1,457.14,457.14,0.0,457.14,Digital Wallet
5603,70,5,10,8,,1,432.28,432.28,0.0,432.28,Card
5604,70,3,10,24,,1,454.14,454.14,0.0,454.14,Digital Wallet
5605,70,2,2,32,,2,3.19,6.38,0.0,6.38,Cash
5606,70,2,3,1,,1,3.0,3.0,0.0,3.0,Card
5607,70,4,5,2,,1,304.26,304.26,0.0,304.26,Card
5608,70,2,8,37,3,2,7.66,15.32,0.77,14.55,Card
5609,71,2,8,1,,2,7.39,14.78,0.0,14.78,Card
5610,71,3,10,16,,1,441.27,441.27,0.0,441.27,Cash
5611,71,4,10,23,,1,453.43,453.43,0.0,453.43,Card
5612,71,3,7,15,,2,24.35,48.7,0.0,48.7,Card
5613,71,1,3,26,,1,2.95,2.95,0.0,2.95,Cash
5614,71,4,8,25,,4,7.57,30.28,0.0,30.28,Digital Wallet
5615,71,4,9,1,,4,8.92,35.68,0.0,35.68,Digital Wallet
5616,71,2,2,1,3,1,3.29,3.29,0.16,3.13,Cash
5617,71,4,2,17,,2,3.36,6.72,0.0,6.72,Card
5618,71,3,10,35,,1,442.86,442.86,0.0,442.86,Card
5619,71,5,10,9,,1,451.52,451.52,0.0,451.52,Card
5620,71,3,1,35,,1,2.49,2.49,0.0,2.49,Card
5621,71,5,3,6,,3,3.0,9.0,0.0,9.0,Card
5622,71,2,10,36,,1,437.03,437.03,0.0,437.03,Card
5623,71,1,10,24,,1,425.36,425.36,0.0,425.36,Card
5624,71,3,1,26,,2,2.49,4.98,0.0,4.98,Digital Wallet
5625,71,5,1,25,,2,2.47,4.94,0.0,4.94,Digital Wallet
5626,71,1,6,20,,1,176.4,176.4,0.0,176.4,Card
5627,71,3,10,7,,1,443.91,443.91,0.0,443.91,Digital Wallet
5628,71,4,2,30,,2,3.05,6.1,0.0,6.1,Digital Wallet
5629,71,4,4,3,,3,5.48,16.44,0.0,16.44,Gift Card
5630,71,4,9,22,,3,8.93,26.79,0.0,26.79,Card
5631,71,4,8,7,,1,7.37,7.37,0.0,7.37,Card
5632,71,3,2,6,3,1,3.15,3.15,0.16,2.99,Digital Wallet
5633,71,2,4,10,,1,5.21,5.21,0.0,5.21,Card
5634,71,2,2,16,,4,3.16,12.64,0.0,12.64,Card
5635,71,3,8,23,,1,7.38,7.38,0.0,7.38,Card
5636,71,3,9,11,,4,8.98,35.92,0.0,35.92,Card
5637,71,1,7,26,,1,24.57,24.57,0.0,24.57,Digital Wallet
5638,71,2,1,20,,3,2.53,7.59,0.0,7.59,Card
5639,71,3,3,16,,6,2.92,17.52,0.0,17.52,Card
5640,71,1,6,14,,1,181.32,181.32,0.0,181.32,Card
5641,71,2,4,16,,1,5.43,5.43,0.0,5.43,Card
5642,71,3,3,27,3,4,2.98,11.92,0.6,11.32,Card
5643,71,1,4,26,,1,5.42,5.42,0.0,5.42,Card
5644,71,1,8,16,,2,7.53,15.06,0.0,15.06,Card
5645,71,5,7,32,,1,25.52,25.52,0.0,25.52,Card
5646,71,4,10,30,,1,446.06,446.06,0.0,446.06,Cash
5647,71,3,2,8,,1,3.18,3.18,0.0,3.18,Card
5648,71,4,10,20,,1,455.33,455.33,0.0,455.33,Card
5649,71,5,10,2,,1,461.4,461.4,0.0,461.4,Card
5650,71,1,5,3,,1,300.8,300.8,0.0,300.8,Card
5651,71,5,1,17,,1,2.51,2.51,0.0,2.51,Digital Wallet
5652,71,5,4,34,,1,5.47,5.47,0.0,5.47,Card
5653,71,2,6,17,,1,181.63,181.63,0.0,181.63,Digital Wallet
5654,71,1,8,18,,1,7.5,7.5,0.0,7.5,Card
5655,71,2,4,21,,1,5.38,5.38,0.0,5.38,Card
5656,71,2,3,1,3,1,3.02,3.02,0.15,2.87,Card
5657,71,2,8,6,,3,7.64,22.919999999999998,0.0,22.92,Cash
5658,71,5,1,11,3,2,2.51,5.02,0.25,4.77,Card
5659,71,4,3,18,,1,2.94,2.94,0.0,2.94,Gift Card
5660,71,5,3,8,,1,2.92,2.92,0.0,2.92,Card
5661,71,5,10,21,,1,452.18,452.18,0.0,452.18,Card
5662,71,5,1,36,3,3,2.48,7.4399999999999995,0.37,7.07,Card
5663,71,1,5,15,,1,303.67,303.67,0.0,303.67,Card
5664,71,2,8,4,,3,7.6,22.799999999999997,0.0,22.8,Cash
5665,71,1,5,38,,1,296.24,296.24,0.0,296.24,Digital Wallet
5666,71,1,7,6,,1,23.92,23.92,0.0,23.92,Card
5667,71,2,5,7,,1,289.69,289.69,0.0,289.69,Cash
5668,71,3,4,38,,3,5.33,15.99,0.0,15.99,Digital Wallet
5669,71,4,3,18,,1,2.89,2.89,0.0,2.89,Card
5670,71,3,10,23,,1,444.23,444.23,0.0,444.23,Card
5671,71,2,6,32,,1,182.84,182.84,0.0,182.84,Card
5672,71,5,2,15,3,2,3.07,6.14,0.31,5.83,Cash
5673,71,5,6,17,,1,184.68,184.68,0.0,184.68,Card
5674,71,1,10,10,,1,464.07,464.07,0.0,464.07,Card
5675,72,5,9,39,,2,8.96,17.92,0.0,17.92,Card
5676,72,5,4,33,,2,5.48,10.96,0.0,10.96,Card
5677,72,5,3,9,3,2,3.09,6.18,0.31,5.87,Cash
5678,72,2,1,35,,5,2.48,12.4,0.0,12.4,Card
5679,72,3,2,25,,6,3.32,19.919999999999998,0.0,19.92,Cash
5680,72,2,10,29,,1,443.69,443.69,0.0,443.69,Digital Wallet
5681,72,2,10,24,,1,446.5,446.5,0.0,446.5,Card
5682,72,2,1,30,3,4,2.49,9.96,0.5,9.46,Cash
5683,72,4,6,12,,1,179.26,179.26,0.0,179.26,Card
5684,72,2,10,40,,1,458.4,458.4,0.0,458.4,Card
5685,72,2,8,33,,2,7.61,15.22,0.0,15.22,Cash
5686,72,4,4,7,,1,5.46,5.46,0.0,5.46,Cash
5687,72,1,3,7,3,2,3.1,6.2,0.31,5.89,Digital Wallet
5688,72,3,10,8,,1,454.79,454.79,0.0,454.79,Digital Wallet
5689,72,4,8,14,,1,7.21,7.21,0.0,7.21,Card
5690,72,2,9,35,,1,9.06,9.06,0.0,9.06,Card
5691,72,5,3,1,3,2,2.92,5.84,0.29,5.55,Digital Wallet
5692,72,5,7,17,,1,24.23,24.23,0.0,24.23,Card
5693,72,4,10,37,,1,439.64,439.64,0.0,439.64,Card
5694,72,1,9,10,,2,9.07,18.14,0.0,18.14,Card
5695,72,5,10,11,,1,454.46,454.46,0.0,454.46,Card
5696,72,4,8,11,,1,7.48,7.48,0.0,7.48,Card
5697,72,3,7,37,,5,24.99,124.94999999999999,0.0,124.95,Cash
5698,72,5,1,6,,4,2.42,9.68,0.0,9.68,Card
5699,72,5,10,26,,1,444.83,444.83,0.0,444.83,Card
5700,72,4,6,35,,1,181.73,181.73,0.0,181.73,Cash
5701,72,3,1,38,,2,2.52,5.04,0.0,5.04,Card
5702,72,2,10,12,,1,439.1,439.1,0.0,439.1,Digital Wallet
5703,72,2,4,21,,1,5.41,5.41,0.0,5.41,Digital Wallet
5704,72,5,7,17,,3,25.63,76.89,0.0,76.89,Card
5705,72,1,10,17,,1,445.13,445.13,0.0,445.13,Card
5706,72,4,1,9,3,1,2.43,2.43,0.12,2.31,Card
5707,72,4,6,4,,1,179.9,179.9,0.0,179.9,Digital Wallet
5708,72,4,10,19,,1,455.13,455.13,0.0,455.13,Digital Wallet
5709,72,5,7,28,,1,24.58,24.58,0.0,24.58,Card
5710,72,3,4,8,,2,5.43,10.86,0.0,10.86,Card
5711,72,4,3,16,,2,2.94,5.88,0.0,5.88,Card
5712,72,5,10,33,,1,451.19,451.19,0.0,451.19,Card
5713,72,2,2,20,,3,3.2,9.600000000000001,0.0,9.6,Digital Wallet
5714,72,2,10,37,,1,427.96,427.96,0.0,427.96,Cash
5715,72,1,1,3,3,2,2.4,4.8,0.24,4.56,Card
5716,72,4,8,30,,1,7.58,7.58,0.0,7.58,Card
5717,72,5,7,21,,1,24.94,24.94,0.0,24.94,Card
5718,72,1,4,32,,2,5.59,11.18,0.0,11.18,Card
5719,72,1,2,2,,2,3.16,6.32,0.0,6.32,Card
5720,72,4,2,2,3,1,3.25,3.25,0.16,3.09,Card
5721,72,2,9,38,,1,9.06,9.06,0.0,9.06,Cash
5722,72,5,2,33,,4,3.3,13.2,0.0,13.2,Card
5723,72,5,2,32,,1,3.17,3.17,0.0,3.17,Cash
5724,72,2,8,39,,3,7.56,22.68,0.0,22.68,Card
5725,72,2,3,18,,1,2.93,2.93,0.0,2.93,Card
5726,72,5,6,27,,1,184.92,184.92,0.0,184.92,Cash
5727,72,1,5,39,,1,299.68,299.68,0.0,299.68,Card
5728,72,5,2,31,3,6,3.15,18.9,0.94,17.96,Card
5729,72,1,5,12,,1,308.24,308.24,0.0,308.24,Cash
5730,72,1,10,11,,1,440.71,440.71,0.0,440.71,Cash
5731,72,2,8,38,,4,7.5,30.0,0.0,30.0,Cash
5732,72,3,7,4,,5,25.88,129.4,0.0,129.4,Cash
5733,72,3,10,30,,1,450.51,450.51,0.0,450.51,Card
5734,72,5,9,4,,3,9.11,27.33,0.0,27.33,Digital Wallet
5735,72,5,9,12,,1,8.52,8.52,0.0,8.52,Digital Wallet
5736,72,5,5,23,,1,297.37,297.37,0.0,297.37,Digital Wallet
